age,income,employment_length,credit_score,num_credit_lines,credit_utilization,debt_to_income,total_debt,savings,loan_amount,loan_term,num_late_payments,num_bankruptcies,inquiries_last_6m,employment_status,home_ownership,loan_purpose,monthly_payment,payment_to_income,default
27,143076,16,525,6,0.2180722390576183,0.31012364086037136,60699,8719,10469,12,3,0,1,employed,rent,medical,916,0.07682630210517487,0
38,116281,2,657,6,0.3726605477501752,0.1621005788360801,19777,2981,15285,60,1,0,3,employed,other,credit_card,267,0.027553942604552763,0
46,60971,4,747,9,0.29059651295362526,0.28500484987591307,16010,17070,8428,36,0,0,1,employed,mortgage,credit_card,245,0.048219645405192635,0
31,49961,1,676,2,0.2053721912937987,0.20225277092024083,81939,1426,6553,24,3,0,2,employed,mortgage,home_improvement,286,0.06869358099317467,0
49,52052,7,567,3,0.3761069475141626,0.2316862286750964,16437,100000,12338,12,4,0,0,employed,rent,credit_card,1079,0.24875124875124874,1
37,66619,27,675,9,0.5855278225342417,0.16892844746409366,22351,58455,6583,24,1,0,1,employed,rent,medical,288,0.05187709212086642,0
41,29395,6,816,3,0.053013490989924944,0.3959023583160074,73854,35470,13460,36,2,0,2,employed,rent,credit_card,392,0.16002721551284232,0
37,43101,3,779,8,0.32391005230396597,0.04519676731488414,37338,1006,17121,12,0,0,1,employed,rent,credit_card,1498,0.4170668893993179,0
67,21283,7,675,5,0.5246098688418803,0.11469517490619655,8623,11027,24273,24,0,0,0,unemployed,mortgage,credit_card,1061,0.5982239345956867,0
44,59850,0,756,4,0.1143948987735138,0.17899823367089168,146920,49693,29423,36,1,0,2,employed,rent,business,858,0.17203007518796992,0
32,67751,15,650,9,0.08272098476258856,0.29433627913457605,23765,19725,10056,12,1,0,2,self_employed,other,home_improvement,879,0.1556877389263627,0
54,38499,4,543,2,0.13591462938027812,0.13536982024141306,26312,1802,18950,36,3,1,3,self_employed,rent,debt_consolidation,552,0.1720564170497935,1
30,107687,4,606,5,0.4107760349660084,0.27428660571662894,44561,3055,18859,12,3,0,1,employed,mortgage,debt_consolidation,1650,0.18386620483438113,0
47,26558,6,805,10,0.08918747218441397,0.23918110033432605,59877,4113,16805,48,0,0,1,employed,rent,medical,367,0.16582573989005195,0
21,23571,6,658,5,0.6220236197707895,0.437149309468624,174361,3277,9550,48,1,0,2,employed,mortgage,business,208,0.10589283441517118,1
29,54842,0,660,4,0.041449616369012746,0.3895054876639024,9623,80271,6505,24,0,0,2,self_employed,own,debt_consolidation,284,0.06214215382371176,0
47,82747,8,656,7,0.3988642673523584,0.4378737950188581,70316,454,18984,60,3,0,2,employed,mortgage,business,332,0.04814676060763532,1
53,113773,1,832,3,0.12858227927008523,0.10533208295029786,65802,21674,4044,60,2,0,2,retired,mortgage,home_improvement,70,0.007383122533465761,0
47,38970,8,810,6,0.28882987151403294,0.12387447855458142,32541,1166,11075,36,1,0,3,self_employed,mortgage,credit_card,323,0.09946112394149345,0
43,84064,12,850,3,0.1954727587144261,0.33271550991148036,68174,1916,2236,12,1,0,3,employed,mortgage,debt_consolidation,195,0.02783593452607537,0
41,48085,11,667,3,0.12374689549003934,0.07567012808701722,76681,397,5242,48,2,0,1,employed,rent,business,114,0.02844962046376209,0
27,44967,5,703,4,0.15331801911858728,0.12996466816351654,12021,3556,7230,60,0,1,1,employed,mortgage,debt_consolidation,126,0.033624658082593906,1
36,76254,5,558,1,0.1467138160780115,0.1819848038923347,147239,78127,28787,48,1,0,3,employed,own,home_improvement,629,0.09898497128019514,0
39,67925,1,798,2,0.4182911896582163,0.16050173947235435,10435,12055,21626,36,3,0,3,employed,rent,debt_consolidation,630,0.11129922708870077,0
57,22288,10,586,4,0.4370903206149548,0.46551858456865064,14643,1342,9065,36,6,0,2,self_employed,mortgage,business,264,0.14213926776740848,1
49,102566,2,697,5,0.35726668316608595,0.3130536717065901,29453,37261,22260,12,4,0,2,self_employed,rent,debt_consolidation,1947,0.22779478579646276,0
23,97737,4,592,8,0.12297107789087026,0.11771975615954777,169388,51377,24867,60,2,0,3,employed,rent,debt_consolidation,435,0.053408637465852234,0
48,35854,2,632,7,0.3854333723480915,0.6028718362754756,28378,9471,11938,36,1,0,2,employed,rent,debt_consolidation,348,0.11647236012718246,1
40,59748,1,613,7,0.312126054881861,0.3131514333338351,35399,100000,5069,36,3,0,2,employed,rent,debt_consolidation,147,0.02952400080337417,1
36,62756,6,631,2,0.4358911348486975,0.09997551852699685,114195,27787,11550,48,1,0,3,employed,mortgage,credit_card,252,0.04818662757345911,0
52,55845,0,636,6,0.08617850350055599,0.12739747693215764,28559,22561,12474,24,1,0,1,self_employed,rent,debt_consolidation,545,0.11710985764168681,0
57,37229,9,636,8,0.4248963788133191,0.4761432006069411,14146,2428,5637,60,0,0,3,employed,mortgage,other,98,0.03158827795535738,1
56,35037,2,746,6,0.24468516611160457,0.30638253239008467,26009,20766,17273,12,1,0,0,self_employed,rent,home_improvement,1511,0.5175100607928761,0
34,48398,0,591,4,0.24509392907780714,0.25600020501304793,108731,11217,16250,12,1,0,3,retired,own,home_improvement,1421,0.35232860862019094,1
41,88112,5,697,4,0.22295148455596359,0.17070500366444427,38433,17672,18242,48,1,0,1,employed,mortgage,debt_consolidation,399,0.05433993099691302,0
48,64331,0,777,4,0.7776135440450838,0.43435954320514847,170165,2901,16240,12,2,1,4,employed,rent,credit_card,1421,0.26506660863347375,1
56,40728,2,638,1,0.06803400454621342,0.045377182657818274,65535,9819,22267,36,4,0,2,employed,mortgage,debt_consolidation,649,0.19121979964643487,0
39,72102,8,622,6,0.18365117736418254,0.0965525400283701,21680,2379,11783,60,4,0,3,employed,mortgage,business,206,0.034284763252059584,0
42,20000,0,661,8,0.3369130681116563,0.14567485985296452,37830,323,15386,12,1,1,2,employed,rent,credit_card,1346,0.8076,1
31,87062,12,774,7,0.20535891679991966,0.10294483964148218,18350,36223,10113,60,1,0,1,self_employed,rent,business,176,0.02425857434931428,0
30,20540,0,695,7,0.46728138666076396,0.3241181361409992,21274,851,8873,12,2,0,2,employed,mortgage,credit_card,776,0.4533592989289192,1
54,40895,1,637,6,0.050259966950896934,0.4600782826569528,200000,9516,34090,24,0,0,3,self_employed,mortgage,other,1491,0.43751069812935567,0
61,28005,9,718,6,0.0936674080039428,0.6031652644817828,82034,13353,3195,24,3,0,3,self_employed,own,debt_consolidation,139,0.0595607927155865,1
44,25659,2,591,4,0.040851016838594184,0.09850152803583379,72321,13224,24679,60,1,0,1,unemployed,mortgage,debt_consolidation,431,0.2015667017420788,0
57,87589,0,734,3,0.3758968404899572,0.30939664820406143,22058,5299,8652,24,1,0,1,employed,mortgage,home_improvement,378,0.05178732489239516,0
49,38798,3,712,6,0.036854233396468136,0.24891242857402338,127473,12171,7902,24,0,0,1,unemployed,own,other,345,0.10670653126449817,0
37,58293,2,655,3,0.7096650640246506,0.30865455344036463,87512,16423,16044,36,2,0,6,self_employed,own,home_improvement,467,0.0961350419432865,1
49,47884,12,612,10,0.5223074649468074,0.40590839289597425,163619,24402,4709,12,2,0,3,employed,mortgage,debt_consolidation,412,0.10324951967254198,1
63,62225,2,609,5,0.051911287249867176,0.20777656148268683,157391,100000,7546,24,1,0,2,retired,own,credit_card,330,0.06364001607071113,0
44,50940,10,722,6,0.1991563086530683,0.5662792562154779,11122,11513,7373,60,2,0,1,retired,mortgage,medical,129,0.0303886925795053,1
63,25809,15,778,6,0.3198500492575564,0.47077544067789745,14944,8920,11441,36,3,0,0,employed,mortgage,debt_consolidation,333,0.1548297105660816,1
18,80670,3,629,4,0.028630511454772283,0.28405086637783344,16268,2079,7609,24,1,0,2,self_employed,own,debt_consolidation,332,0.0493863889921904,0
54,38296,16,716,6,0.34617086892004206,0.3399508101650585,17066,15582,40977,60,2,0,0,employed,own,business,717,0.22467098391476917,0
46,22509,3,513,5,0.3183797301165994,0.08187101390689405,47040,22050,47000,12,1,0,2,employed,mortgage,medical,4112,1.0,1
41,39574,23,633,3,0.14945871396662233,0.08248890406098905,23076,6072,3244,24,1,0,0,employed,mortgage,home_improvement,141,0.04275534441805225,0
46,103816,0,677,2,0.29453805317833354,0.09221521365692378,190627,18341,19555,60,0,0,2,employed,mortgage,other,342,0.03953147877013177,0
21,74990,8,607,3,0.48477008395408705,0.29377849095902675,166665,5225,24368,60,2,0,1,employed,mortgage,debt_consolidation,426,0.06816908921189492,1
42,41178,4,605,2,0.2996787663852169,0.37572874944671175,36128,22169,19537,48,1,0,2,employed,rent,credit_card,427,0.12443537811452718,0
49,41166,3,626,8,0.32939141594503535,0.06729972522627377,173556,31853,8428,60,4,0,3,self_employed,rent,home_improvement,147,0.04285089637079143,0
62,41738,7,703,7,0.2769694737820914,0.22503367777558295,119432,31192,11261,48,1,0,3,employed,rent,home_improvement,246,0.07072691552062868,0
38,138465,8,665,4,0.21149392636336567,0.0855751778280232,25322,9669,7912,12,2,0,1,employed,rent,business,692,0.059971834037482394,0
35,59335,0,500,3,0.2521549332428678,0.2740697457973324,7278,1702,9954,12,0,0,3,employed,own,medical,870,0.1759501137608494,0
38,60780,1,510,3,0.105107936033062,0.20892590100414116,30504,3236,5727,36,0,0,2,employed,mortgage,credit_card,167,0.03297137216189536,0
55,82054,8,631,6,0.04013902731341422,0.3182436948974586,21683,19786,12328,48,2,0,3,employed,rent,debt_consolidation,269,0.03933994686426012,0
48,55237,7,716,5,0.33199293405559144,0.3345742133853315,42839,100000,4665,60,0,1,1,employed,own,credit_card,81,0.01759690062820211,1
38,43065,23,460,1,0.07874365916152397,0.37190527728274575,39002,4860,11613,36,3,0,1,employed,mortgage,home_improvement,338,0.09418321142459074,1
51,44436,10,640,8,0.103069235599335,0.19887939233983135,38193,16054,5574,36,1,0,3,employed,own,debt_consolidation,162,0.04374831217931407,0
46,47296,21,637,9,0.42176007017628586,0.4308168270134457,55212,3518,15440,12,1,0,2,employed,rent,business,1351,0.34277740189445194,0
56,48116,8,791,4,0.28337773243815584,0.10630373577722206,13766,1880,8303,60,0,0,5,unemployed,mortgage,debt_consolidation,145,0.03616260703300357,0
36,70531,2,649,7,0.3502973896485699,0.2128064180914393,50467,2938,16373,48,0,0,4,employed,mortgage,debt_consolidation,358,0.06090938736158569,0
41,50310,0,710,3,0.07012403282427777,0.20412924790257375,25547,356,28484,12,2,0,1,self_employed,rent,credit_card,2492,0.5943947525342874,0
40,70708,10,691,7,0.24418711832417198,0.24941283386361143,42616,61706,40644,36,4,0,1,employed,rent,home_improvement,1185,0.20110878542739152,0
27,47081,7,509,5,0.4348358208852604,0.161992306838915,78114,285,2276,24,0,0,1,employed,rent,credit_card,99,0.025233108897432084,0
48,50986,0,741,6,0.6871629760349924,0.7844827138973924,13636,5454,7450,36,1,0,0,employed,mortgage,home_improvement,217,0.05107284352567371,1
48,20000,3,697,8,0.2638556932146614,0.21607983207783912,28997,1384,10805,24,1,0,2,unemployed,rent,credit_card,472,0.2832,0
45,77510,21,720,2,0.14404084611442153,0.08066381035244369,33030,2150,18439,12,2,0,1,employed,mortgage,debt_consolidation,1613,0.24972261643658883,0
42,58293,4,850,4,0.36624062742063435,0.15409987150622945,24066,63881,4208,48,2,0,0,self_employed,mortgage,debt_consolidation,92,0.018938809119448303,0
28,80741,3,513,9,0.16791228724404159,0.14794076923297544,74597,10955,6717,60,1,0,2,employed,mortgage,home_improvement,117,0.01738893498965829,0
39,20000,4,817,4,0.1812963768737185,0.24190473925824996,20408,1904,14636,24,3,0,2,employed,rent,credit_card,640,0.384,0
40,139272,1,657,4,0.5062075234851777,0.20458329680860593,23287,3346,14177,60,0,0,4,unemployed,mortgage,medical,248,0.02136825779769085,0
35,45716,3,702,3,0.0906463585220678,0.15251289563845855,20579,2570,17401,12,0,0,1,employed,mortgage,credit_card,1522,0.39951001837431094,0
43,85313,3,676,4,0.1731667807204571,0.5647126596124842,86998,7590,18225,12,0,0,2,employed,mortgage,credit_card,1594,0.22420967496161195,1
49,29145,0,646,4,0.24409531125922718,0.15713698253264669,24490,10502,16932,12,2,0,0,employed,mortgage,credit_card,1481,0.6097786927431806,0
67,66595,10,634,6,0.14379920560771994,0.3259950246349965,52472,100000,15299,48,1,0,2,employed,mortgage,debt_consolidation,334,0.060184698550942266,0
47,28949,3,706,7,0.199901860459942,0.295559121509601,176409,457,13891,24,1,1,2,employed,rent,home_improvement,607,0.2516149089778576,1
48,35886,12,558,3,0.17369749980588667,0.3201326288744315,34205,7690,21275,60,1,0,2,employed,rent,home_improvement,372,0.12439391406119378,0
44,127645,13,740,6,0.41883744157141983,0.2221334571924738,88401,5047,2786,36,1,0,3,employed,rent,business,81,0.007614869364252419,0
21,44562,1,646,8,0.5987785409229255,0.22951127232685756,138286,33517,39380,12,1,0,2,employed,rent,debt_consolidation,3445,0.9276962434361115,1
44,54650,7,589,7,0.24836081012497344,0.4690825474106663,82599,13797,2855,60,3,0,1,employed,mortgage,debt_consolidation,49,0.010759377859103384,0
45,75737,4,643,3,0.19917319537334527,0.17870841182965072,35830,19644,6276,60,1,0,0,retired,other,debt_consolidation,109,0.01727029061092993,0
74,62808,14,780,4,0.1814622442458785,0.28546974141409953,60699,13597,11398,48,3,0,2,employed,mortgage,debt_consolidation,249,0.04757355750859763,0
42,52849,1,637,6,0.10947551503206264,0.28623122192191064,12966,2002,21393,24,1,0,2,self_employed,rent,credit_card,935,0.21230297640447313,0
48,58834,7,708,8,0.3567569616352524,0.3477844405127324,19457,49856,1641,48,1,0,1,self_employed,own,other,35,0.0071387293061834995,0
44,163032,6,621,3,0.6003292688989977,0.5478379849543062,22387,26842,13099,48,1,0,0,employed,rent,home_improvement,286,0.02105108199617253,1
30,47628,2,740,4,0.285356410086136,0.11895211826532315,200000,31993,23264,60,0,1,4,employed,mortgage,business,407,0.10254472159234064,1
58,54206,1,734,3,0.36407561708451747,0.31697289390456035,18957,53964,26800,24,1,0,1,employed,mortgage,credit_card,1172,0.2594546729144375,0
54,82894,7,827,8,0.41596965649480033,0.2855954604616594,18732,15161,8199,24,1,1,1,employed,mortgage,debt_consolidation,358,0.051825222573407,1
54,85200,9,665,1,0.33387520769372303,0.5395357244577708,15754,74718,10822,24,0,0,2,employed,rent,debt_consolidation,473,0.06661971830985916,0
34,88744,2,733,3,0.452368737856345,0.33795182176233063,56831,14277,8679,12,2,0,2,self_employed,rent,debt_consolidation,759,0.10263229063373298,0
61,67465,7,687,7,0.41593776888189715,0.2784461492488703,40704,5833,10148,24,1,0,0,employed,rent,home_improvement,443,0.07879641295486549,0
28,27680,3,783,5,0.06810375805667367,0.41425436775379304,86630,8023,6488,60,2,0,1,employed,mortgage,credit_card,113,0.048988439306358385,0
52,110936,8,622,9,0.31347934008013933,0.20382862088847206,62131,7818,7169,12,3,0,0,employed,own,medical,627,0.06782288887286363,0
71,27634,1,739,5,0.2606442803010103,0.30492133231197915,12036,3717,18107,36,2,0,2,unemployed,rent,other,528,0.22928276760512412,0
33,57029,15,664,4,0.12676124422928214,0.2199334956546206,19037,93698,14649,48,1,0,3,employed,mortgage,credit_card,320,0.06733416332041593,0
38,33619,2,674,5,0.13970307450314767,0.495141085843284,108256,12637,18847,24,0,0,3,employed,mortgage,home_improvement,824,0.2941193967696838,1
46,47473,3,687,7,0.31389536231946313,0.10480687317109148,30864,9340,15518,36,2,0,2,employed,rent,home_improvement,452,0.11425441830092894,0
38,57779,0,700,3,0.18393917034814242,0.3613120175537935,93908,14507,21873,24,2,0,2,employed,rent,debt_consolidation,956,0.19854964606517939,0
26,57565,0,670,6,0.24961874692510655,0.5059230232375183,32217,100000,24704,48,0,0,2,self_employed,mortgage,medical,540,0.11256840093807001,0
45,60533,5,697,7,0.42247535562903055,0.2580807113119288,16745,1483,3947,60,3,0,4,self_employed,mortgage,debt_consolidation,69,0.013678489418994598,1
32,109848,2,806,4,0.0958799130081746,0.3816994747458248,28492,2281,7346,60,0,0,1,self_employed,rent,home_improvement,128,0.013982958269608914,0
50,61498,12,758,4,0.2420272352711839,0.047619667078379134,16740,1021,11362,48,1,0,2,employed,mortgage,credit_card,248,0.04839181762008521,0
33,43387,0,749,4,0.1497279019297048,0.4147729478562761,23099,5716,13149,36,0,0,1,retired,mortgage,credit_card,383,0.10593034780003227,0
63,79383,3,643,3,0.4263543711003709,0.45886386594304135,42648,11710,8357,12,3,0,0,employed,own,credit_card,731,0.11050224859226787,1
35,88852,2,608,4,0.16872541851816797,0.24603507926489301,54681,4031,25296,12,0,0,2,employed,rent,medical,2213,0.2988790347994418,0
41,26534,0,756,2,0.4758552539590433,0.26190682577377233,10176,3606,53421,24,4,0,4,employed,rent,debt_consolidation,2337,1.0,1
54,66085,0,750,7,0.3388894966701369,0.2878949379677275,35814,10032,15219,48,0,0,0,employed,rent,debt_consolidation,332,0.06028599530907165,0
30,69604,3,797,6,0.3844100078762435,0.15013113903031114,22713,3815,14172,48,0,0,3,employed,rent,credit_card,310,0.05344520429860353,0
47,42244,4,631,7,0.43043937055127596,0.14333445682795157,21617,12903,24212,12,2,0,2,employed,rent,debt_consolidation,2118,0.6016475712527223,1
60,97523,3,661,5,0.24131314181959582,0.45232323693521775,40382,43103,3618,36,1,0,3,employed,other,home_improvement,105,0.01292002912133548,0
25,45477,5,548,4,0.08618670955004212,0.20972948011286735,23380,22371,13628,48,1,0,3,employed,mortgage,business,298,0.07863315522132067,0
47,52197,6,648,5,0.10747401323318224,0.2795162038286322,109722,30379,26511,60,1,0,3,self_employed,mortgage,medical,463,0.1064428990171849,0
48,44957,0,759,4,0.4454267506006086,0.020209225213219717,93943,41310,8516,60,4,1,3,retired,mortgage,home_improvement,149,0.0397713370554085,1
54,49404,4,642,7,0.15744845222770792,0.20202050937017926,93476,12385,5661,48,0,0,2,employed,rent,medical,123,0.029876123390818556,0
30,28335,23,731,5,0.30802224748873863,0.04325735301512787,24442,6387,11730,36,4,0,0,self_employed,rent,home_improvement,342,0.1448385389094759,0
29,23860,5,664,6,0.5081245777247855,0.19978756421684538,16814,2544,12804,60,1,0,4,unemployed,mortgage,medical,224,0.1126571668063705,1
51,108798,7,705,5,0.22551222366921234,0.20302553846274574,38778,4506,7072,36,0,0,0,retired,mortgage,debt_consolidation,206,0.022721005900843767,0
48,32097,2,588,2,0.21791828022495258,0.28399998832762374,32199,3694,57948,12,0,0,3,employed,mortgage,credit_card,5070,1.0,1
48,29860,10,686,4,0.3274421531264742,0.1627385033704271,22313,24282,9555,24,0,0,2,self_employed,mortgage,other,418,0.16798392498325518,0
49,20000,10,440,4,0.1745372124789055,0.5560661362585096,14177,13631,5957,12,1,0,2,employed,other,home_improvement,521,0.3126,1
36,35614,5,665,6,0.6030264703096446,0.14741342505587698,35129,23043,12512,24,2,0,2,employed,rent,medical,547,0.1843095411916662,0
47,25297,26,549,11,0.09507879208487217,0.13010536444292317,26284,1421,25222,60,1,0,1,self_employed,mortgage,debt_consolidation,441,0.20919476617780763,0
48,111413,0,776,6,0.5913257101533421,0.4661921048813842,62986,69398,13523,24,1,0,3,self_employed,mortgage,medical,591,0.06365504923123873,0
36,81219,0,742,8,0.0882306574138235,0.28350808820043943,61826,4270,18768,24,2,0,3,employed,mortgage,home_improvement,821,0.12130166586636132,0
67,34749,10,717,5,0.7067802077840867,0.7427343676647191,87609,1556,7258,48,0,0,3,self_employed,rent,debt_consolidation,158,0.0545627212293879,1
50,151178,11,801,3,0.09737656920736468,0.1713545747406588,13260,4193,37849,24,0,0,2,employed,rent,debt_consolidation,1655,0.13136832078741617,0
30,80088,0,604,5,0.3748698505567744,0.15603541545442812,50053,100000,19795,48,2,0,0,employed,other,debt_consolidation,433,0.06487863350314654,0
52,41671,2,819,1,0.18822047887634036,0.04832803726329292,20292,4529,27816,24,1,0,0,employed,rent,medical,1216,0.35017158215545585,0
33,20000,0,754,8,0.1473834413528037,0.2239367671304641,13679,4975,17250,48,3,0,4,unemployed,rent,home_improvement,377,0.2262,0
54,154117,2,661,6,0.42964293199122905,0.2725932921829488,25773,6074,23799,60,1,0,4,retired,own,medical,416,0.0323909756873025,0
58,24470,10,770,4,0.08717296141224376,0.05816165399440444,85388,6483,7250,60,1,0,4,self_employed,rent,credit_card,126,0.061789946873722926,0
35,21532,5,591,7,0.4827583797627467,0.30970167946246463,26960,2509,9471,24,3,0,4,employed,mortgage,medical,414,0.23072636076537248,1
56,81738,2,614,1,0.4332115957452374,0.18156919937970542,127053,10044,34287,36,2,0,3,employed,rent,credit_card,1000,0.14681054099684357,0
49,166022,3,631,7,0.3779111635860572,0.21180239729849493,56336,40675,39807,60,4,0,2,employed,rent,debt_consolidation,696,0.05030658587416126,1
54,97942,0,637,3,0.14855995094889993,0.2468698250968819,26495,12983,5985,12,3,0,3,employed,rent,debt_consolidation,523,0.06407874047905904,0
67,64987,2,595,9,0.47947506466770623,0.2768032840539835,91861,1530,15911,12,2,0,2,employed,mortgage,other,1392,0.2570360225891332,1
42,65997,7,777,4,0.05253006198027943,0.1137556889177729,51860,4834,9880,48,0,0,1,employed,mortgage,credit_card,216,0.039274512477839904,0
35,75109,25,659,2,0.27238314519320056,0.1930199682499604,17222,3542,8201,36,1,0,2,employed,mortgage,debt_consolidation,239,0.03818450518579664,0
34,71643,13,708,4,0.20423402329699636,0.2820869467769443,160659,8772,16307,48,4,0,3,unemployed,mortgage,debt_consolidation,356,0.05962899376073029,0
35,56420,0,634,6,0.32962926872094106,0.3782957271670144,44693,59615,29693,24,2,0,2,employed,own,debt_consolidation,1299,0.27628500531726335,1
44,51642,16,534,2,0.4081214415609747,0.2989155713999021,36865,6481,18327,60,2,0,2,self_employed,rent,medical,320,0.07435808063204369,1
49,47510,10,701,1,0.15080935371520626,0.22814770227436088,18316,7099,10682,36,2,0,1,employed,rent,credit_card,311,0.07855188381393391,0
48,33624,10,527,7,0.49771046032721555,0.1316224178036897,93305,100000,19156,48,2,0,3,employed,rent,home_improvement,419,0.14953604568165596,0
54,42602,4,674,7,0.13417164578335877,0.5842600215963816,54930,30161,10383,48,1,0,1,employed,rent,medical,227,0.06394066006290784,0
45,21026,3,570,6,0.15257506076372632,0.6709302615292949,60077,19170,17827,12,1,0,0,employed,other,credit_card,1559,0.8897555407590602,1
62,46668,2,838,8,0.44061234936862265,0.11931215874173558,24196,100000,35508,24,1,0,2,employed,mortgage,business,1553,0.3993314476729236,0
41,29902,0,752,7,0.25389838141531257,0.25043357854755716,70776,16894,3121,48,1,0,4,employed,rent,credit_card,68,0.027289144538826835,0
75,28231,1,688,5,0.2718793372718365,0.668761499542735,75316,411,23343,12,6,1,0,self_employed,mortgage,other,2042,0.8679820055966845,1
52,53634,1,781,6,0.11112413433830175,0.18850220962216652,21268,28254,4548,36,1,0,1,unemployed,own,debt_consolidation,132,0.029533504866316142,0
34,98321,4,612,6,0.4145936910104011,0.3527275866457332,11689,743,31565,48,3,0,1,employed,own,home_improvement,690,0.08421395225841885,0
32,77587,9,723,7,0.25154649747577906,0.335824663025377,57820,15962,8553,12,0,0,2,employed,own,home_improvement,748,0.1156894840630518,0
50,22353,4,695,6,0.12599008660891947,0.3189075701299525,10314,619,5696,24,0,0,3,unemployed,mortgage,debt_consolidation,249,0.13367333243859886,0
42,29887,0,701,3,0.412318792660699,0.571462120666653,41011,4022,21735,60,2,0,2,self_employed,mortgage,credit_card,380,0.15257469802924348,1
53,78463,22,781,3,0.11384706839470396,0.2764307475143691,25392,4695,17238,36,1,0,2,employed,mortgage,credit_card,502,0.07677504046493251,0
50,29994,20,738,1,0.4154367510221251,0.2339367907638836,96271,2552,6638,48,3,0,0,self_employed,rent,debt_consolidation,145,0.058011602320464095,0
44,43812,10,703,5,0.03395953158524765,0.29278405969958227,26521,4801,5557,12,0,0,0,employed,rent,home_improvement,486,0.13311421528348397,0
34,64539,33,547,3,0.25825528907671497,0.23390650198731194,88063,38133,11716,48,0,0,1,employed,mortgage,other,256,0.047599126109794075,0
26,30206,5,603,9,0.6754185018289106,0.40143605769131246,24067,2776,5751,60,1,0,3,employed,rent,home_improvement,100,0.03972720651526187,1
39,51672,23,670,8,0.2923185874888206,0.09689915977816523,80821,18355,6354,48,0,0,1,employed,mortgage,credit_card,138,0.03204830469112866,0
55,25159,0,687,4,0.09420476682316493,0.1713651506078364,188767,1903,14485,48,4,0,2,employed,own,debt_consolidation,316,0.15072141182081958,1
